submission_id,title,abstract,fullname,talk_format,starttime,endtime,url,track
66,Nonlinear neural network dynamics accounts for human confidence in a sequence of perceptual decisions,,Kevin Berlemont (Laboratoire de Physique de l'Ecole Normale Supérieure),Short talk,2020-05-27 11:00:00+00:00,2020-05-27 11:20:00+00:00,https://www.crowdcast.io/e/neuromatch2/38,B
67,Human subjects exploit a cognitive map for credit assignment ,,Rani Moran (University College London),Short talk,2020-05-27 11:00:00+00:00,2020-05-27 11:40:00+00:00,https://www.crowdcast.io/e/neuromatch2/38,B
68,Ageing-related changes in prosocial reinforcement learning and links to psychopathic traits,,Jo Cutler (University of Oxford),Short talk,2020-05-27 11:00:00+00:00,2020-05-27 12:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/38,B
69,"OpenCortex: an integrated platform for cortex-wide imaging, electrophysiology, and network analysis in behaving mice",,Ben Huang (Weill Cornell Medicine),Short talk,2020-05-27 11:00:00+00:00,2020-05-27 11:20:00+00:00,https://www.crowdcast.io/e/neuromatch2/39,C
70,Breathing coordinates cortical and subcortical network dynamics,,Nikolas Karalis (Friedrich Miescher Institute for Biomedical Research),Short talk,2020-05-27 11:00:00+00:00,2020-05-27 11:40:00+00:00,https://www.crowdcast.io/e/neuromatch2/39,C
71,Adaptive neural circuits underlying flexible visual behaviour,,Adil Khan (King's College London),Short talk,2020-05-27 11:00:00+00:00,2020-05-27 12:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/39,C
72,Unveiling functions of the visual cortex using task-specific deep neural networks,,Kshitij Dwivedi (Freie Universität Berlin),Short talk,2020-05-27 11:00:00+00:00,2020-05-27 11:20:00+00:00,https://www.crowdcast.io/e/neuromatch2/40,D
73,Learning recurrent dynamic patterns in spiking neural networks,,"Christopher Kim
 (National Institute of Health)",Short talk,2020-05-27 11:00:00+00:00,2020-05-27 11:40:00+00:00,https://www.crowdcast.io/e/neuromatch2/40,D
74,Time Compaction in Human and Artificial Brains,,José Antonio Villacorta (Complutense University of Madrid),Short talk,2020-05-27 11:00:00+00:00,2020-05-27 12:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/40,D
75,Compulsivity is associated with an augmented tendency to form non-veridical action-outcome associations ,,Nitzan Shahar (Tel Aviv University),Short talk,2020-05-27 11:00:00+00:00,2020-05-27 11:20:00+00:00,https://www.crowdcast.io/e/neuromatch2/41,E
76,Feynman Machine: The Universal Dynamical Systems Computer,,Fergal Byrne (Ogma Intelligent Systems Corp),Short talk,2020-05-27 11:00:00+00:00,2020-05-27 11:40:00+00:00,https://www.crowdcast.io/e/neuromatch2/41,E
77,LINKING METACOGNITION AND MOOD THROUGH A DECISION-MAKING EXPERIMENT,,María da Fonseca (Brain and Cognition Research Center),Short talk,2020-05-27 11:00:00+00:00,2020-05-27 12:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/41,E
78,Impact of single neurons in cortical circuits with dense and strong connectivity,"Experimental studies have shown that individual neurons can impact the activity of their local network. Recent evidence in the reptilian cortex shows that just one spike can trigger repeatable cascades of activity in the surrounding neurons (Hemberger et al. 2019). Similar sequences of neuronal activations have been reported in other systems, such as mammalian cortex and the birdsong system, but we still lack a good mechanistic understanding. To study how single spikes impact local activity, we built a computational model of the three-layered turtle cortex. We found that the model, fitted to experimental data and with minimal assumptions about the connectivity, was able to reproduce sequences from single spikes comparable to those observed ex vivo.

The model included rare but powerful synapses from a long-tailed distribution as reported experimentally. By simulating alternative models where the distribution is truncated, we showed that these strong connections are the main conduit through which individual excitatory neurons most reliably influence their local network. Activity in the responding network evolves by spreading away from the activated neuron and is sensitive to the global level of activity. Contrary to excitatory cells, we found that inhibitory neurons quickly lose the temporal precision of their response when background network activity increased. Therefore, we predict the presence of repeatable sequences of excitatory but not inhibitory spikes in vivo. Finally, by studying the connections most frequently traversed and quantifying the motifs that are present, we describe how these strong connections are supported by an abundance of weak ones. Our work zooms into the fine network interactions triggered by a single spike of a single neuron in cortex, and explains how repeatable and temporally precise sequences of activity can be generated, with ample implications for information transmission in cortical networks.",Contributed talks,Contributed talks,2020-05-27 12:00:00+00:00,2020-05-27 11:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/42,main
79,Parallel Systems for Sound Processing and Functional Connectivity among Layer 5 and 6 Auditory Corticothalamic Projection Neurons,"Corticofugal neurons in the deep layers of the auditory cortex (ACtx) innervate a wide range of targets both within and outside the central auditory pathway. Of the different corticofugal systems, the corticothalamic (CT) projection is the largest. Layer (L) 5 and L6 CT neurons exhibit markedly different morphological, intrinsic, and synaptic properties, suggesting that they comprise two parallel projection systems from the cortex to the thalamus. Until now, technical limitations have made it impossible to extend these observations to sensory processing in awake animals. Here, we leveraged recent advances in multi-channel electrophysiology and optogenetics to make targeted recordings from both layer 5 (L5 CT) and 6 (L6 CT) corticothalamic neurons in awake mice.
As a first step towards highlighting the differences in anatomical connectivity of L5 and L6 CT neurons, we used an intersectional viral strategy to label each cell type. While L6 CT neurons primarily targeted the ventral subdivision of the medial geniculate body (MGB), L5 CT neurons had more divergent connectivity, with collateral axons innervating the non-lemniscal regions of the MGB en route to the inferior colliculus. To characterize the sensory processing capabilities of these neurons, we developed an antidromic optogenetic “phototagging” approach to isolate individual L5 CT and L6 CT units on high-density multichannel probes in awake, head-fixed mice. L6 CT neurons exhibited shorter response latencies, narrower frequency tuning, and sparser stimulus selectivity than L6 CT neurons. Linear spectrotemporal receptive field (STRF) fits explained a higher percentage of response variance in L6 CT neurons, indicating a higher degree of linearity. The amount of additional variability that was explained when the nonlinear effects of acoustic context were modelled was larger in L5 CT neurons, suggesting a greater susceptibility to contextual nonlinearities. Analyses of functional connectivity revealed that L6 CT neurons powerfully regulate response gain across the deep layers of the ACtx via dense local connections with inhibitory subnetworks, while L5 CT neurons featured far weaker feedforward excitation onto local columnar neurons.
Collectively, these findings suggest a dichotomy of sensory processing and functional connectivity in two corticothalamic cell-types. L6 CTs show sparse stimulus selectivity but can powerfully regulate the gain on local cortical processing, whereas L5 CTs integrate local circuit processing with dense, non-linear coding and “broadcast” signals out of the ACtx. Future work will entail recording from these projection neurons during task engagement to establish how these functional differences are adaptively used in service of goal-directed behavior.",Contributed talks,Contributed talks,2020-05-27 12:00:00+00:00,2020-05-27 13:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/42,main
80,"Sparse Coding, Interpretable ReLU Auto-encoders, and Pattern Discovery in Neural Data","An important problem in neuroscience is to identify recurrent patterns that occur  in time-series data, in an unsupervised fashion. Spike sorting, as well as the  identification of spikes from Calcium imaging data, are two examples of this problem  in which the data are real-valued. The identification of recurrent patterns from spiking  data is an example in which the data are binary or count valued. I cast these problems  as one of learning a convolutional dictionary, subject to sparsity constraints, from  data drawn according to a natural exponential family. I propose two general approaches  towards its solution. The first approach is reminiscent of the algorithm for classical  convolutional dictionary learning, which alternates between sparse coding and dictionary  update steps. The second approach utilizes a novel class of ReLU convoltuional  auto-encoders obtained by unrolling/unfolding the sparse coding and dictionary update  steps of the former. Unlike the first approach, it can be implemented on GPUs, making it  faster and amenable to larger data sets. Moreover, it gives a principled prescription for  building interpretable neural networks for data from the natural exponential family. I will  show applications to spike sorting and to the problem of automatically learning the  stimulus effect from neural spiking data acquired in the barrel cortex of mice in response  to periodic whisker deflections.",Demba Ba (Harvard U),Keynote,2020-05-27 13:00:00+00:00,2020-05-27 14:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/43,main
81,Human Brain Spatio-Temporal Maps of Perception,"The human brain is a time machine: we are constantly remembering our past, and projecting ourselves in the future.  Neuroscientists are explorers who study how this neural time machine works, how to repair it when it is damaged, and how to improve it.  In this talk, I will present results from a neuroimaging technique that combines MEG (magneto-encephalography) signals with fMRI (functional magnetic resonance imaging) to unravel the spatiotemporal dynamics of visual and auditory perception, at the scale of the whole human brain. This fusion approach is well suited for developing functional biomarkers to aid clinicians in diagnosing disorders, pinpointing impairments as a precursor to therapeutic interventions, as well as studying how to maintain or enhance a cognitive function in the healthy brain.",Aude Oliva (MIT),Keynote,2020-05-27 14:00:00+00:00,2020-05-27 15:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/44,main
82,"IEEE Data Sharing Panel with Maryann Martone (UCSD/INCF), Saskia de Vries (Allen Institute), and Stephen Eglen (Cambridge)","Panel on the future of data-sharing in neuroscience, sponsored by IEEE Brain",IEEE Data Sharing Panel,Keynote,2020-05-27 15:00:00+00:00,2020-05-27 16:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/45,main
83,Discussion: Future of neuromatch,Discuss the future of neuromatch with neuromatch organizers,Future of neuromatch,Keynote,2020-05-27 16:30:00+00:00,2020-05-27 17:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/46,main
84,A recurrent model incorporating different cell types explains contextual modulation in primary visual cortex,,Mario Dipoppa (Columbia University),Short talk,2020-05-27 17:00:00+00:00,2020-05-27 17:20:00+00:00,https://www.crowdcast.io/e/neuromatch2/47,A
85,The place memory network: A network of brain areas supporting perception and memory of familiar places.,,Adam Steel (Dartmouth College),Short talk,2020-05-27 17:20:00+00:00,2020-05-27 17:40:00+00:00,https://www.crowdcast.io/e/neuromatch2/47,A
86,"Computational Neuroscience, Time Complexity, and Spacekime Analytics",,Ivo Dinov (University of Michigan Ann Arbor),Short talk,2020-05-27 17:40:00+00:00,2020-05-27 18:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/47,A
87,Genetic liability for internalizing versus externalizing behavior manifests in the developing and adult hippocampus: Insight from a meta-analysis of transcriptional profiling studies in a selectively-bred rat model,,Megan Hagenauer (University of Michigan),Short talk,2020-05-27 17:00:00+00:00,2020-05-27 17:20:00+00:00,https://www.crowdcast.io/e/neuromatch2/48,B
88,Memorability of Words in Arbitrary Verbal Associations Modulates Memory Retrieval in the Anterior Temporal Lobe,,Weizhen Xie (National Institute of Neurological Disorders and Stroke),Short talk,2020-05-27 17:20:00+00:00,2020-05-27 17:40:00+00:00,https://www.crowdcast.io/e/neuromatch2/48,B
89,Hierarchical structure is employed by humans during visual motion perception,,Johannes Bill (Harvard Medical School),Short talk,2020-05-27 17:40:00+00:00,2020-05-27 18:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/48,B
90,A goal-driven modular neural network predicts parieto-frontal neural dynamics during grasping,,Jonathan A. Michaels (Western University),Short talk,2020-05-27 17:00:00+00:00,2020-05-27 17:20:00+00:00,https://www.crowdcast.io/e/neuromatch2/49,C
91,CellExplorer: a graphical user interface and standardized pipeline for visualizing and characterizing single neuron features,,Peter Petersen (New York University Langone Medical Center),Short talk,2020-05-27 17:20:00+00:00,2020-05-27 17:40:00+00:00,https://www.crowdcast.io/e/neuromatch2/49,C
92,Sensory decoding is a major contributor to variation in motor behavior,,Seth Egger (Duke University),Short talk,2020-05-27 17:40:00+00:00,2020-05-27 18:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/49,C
93,Memory in RNNs: Uncovering Neural Mechanisms that Underpin Segregation of Sensation and Memory,,Thijs van der Plas (University of Oxford),Short talk,2020-05-27 17:00:00+00:00,2020-05-27 17:20:00+00:00,https://www.crowdcast.io/e/neuromatch2/50,D
94,Adaptive myelination promotes large-scale synchrony a large-scale brain networks,,Jeremie Lefebvre (U Ottawa),Short talk,2020-05-27 17:20:00+00:00,2020-05-27 17:40:00+00:00,https://www.crowdcast.io/e/neuromatch2/50,D
95,New Frontiers for Computational Psychiatry,,"Dimitris Pinotsis (City, University of London)",Short talk,2020-05-27 17:40:00+00:00,2020-05-27 18:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/50,D
96,Representational drift in primary olfactory cortex,,"Andrew Fink, Carl Schoonover (Columbia University)",Short talk,2020-05-27 17:00:00+00:00,2020-05-27 17:20:00+00:00,https://www.crowdcast.io/e/neuromatch2/51,E
97,Computational Virtuality as a Form of Artificial Intelligence,,Bradly Alicea (OpenWorm Foundation),Short talk,2020-05-27 17:20:00+00:00,2020-05-27 17:40:00+00:00,https://www.crowdcast.io/e/neuromatch2/51,E
98,The breadth-depth dilemma in a finite capacity model of decision-making,,Jorge Ramirez-Ruiz (Pompeu Fabra University),Short talk,2020-05-27 17:40:00+00:00,2020-05-27 18:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/51,E
99,Brain-computer interfaces for basic science,"Brain-computer interfaces (BCI) translate neural activity into movements of a computer cursor or robotic limb.  BCIs are known for their ability to assist paralyzed patients.  A lesser known, but increasingly important, use of BCIs is their ability to further our basic scientific understanding of brain function.  In particular, BCIs are providing insights into the neural mechanisms underlying sensorimotor control that are currently difficult to obtain using limb movements. In this talk, I will demonstrate how a BCI can be leveraged to study how the brain learns.  Specifically, I will address why learning some tasks is easier than others, as well as how populations of neurons change their activity in concert during learning.",Byron Yu (Carnegie Mellon),Keynote,2020-05-27 18:00:00+00:00,2020-05-27 19:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/52,main
100,"Three Core Problems in the Modern DNN Theory of the Visual System, and Some Initial Steps Toward Solving To Them","The deep neural network theory of the ventral stream combines three core principles of modern artificial intelligence to build powerful brain-like models: network architectures (like hierarchical convolution) that build in evolutionarily reasonable priors, behavioral goals (like object categorization) that strongly constrain architectural parameters, and a learning rule (stochastic gradient descent) that robustly optimizes for these constraints. The confluence of these three principles has created models that make successful quantitative predictions of neural responses throughout the visual pathway.  However, in each of the three main areas, there are significant gaps between the theory and the observed biological data: in the architectural domain, the lack of recurrence and feedback; in the behavioral goal domain, the need for far too much labelled data; and in the learning rule, the need for non-local operations.  In this talk, I will describe recent work from my lab and that of collaborators taking steps toward resolving each of these three problems.",Dan Yamins (Stanford),Keynote,2020-05-27 19:00:00+00:00,2020-05-27 20:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/53,main
101,Online eye tracking (mind-trace.com),,MindTrace,Industry hour,2020-05-27 20:00:00+00:00,2020-05-27 21:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/54,main
102,Biotactical Gameware (brainattach.com),,brainattach,Industry hour,2020-05-27 20:00:00+00:00,2020-05-27 21:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/54,main
103,MIT Press is one of the largest and most distinguished university presses in the world (mitpress.mit.edu),,MIT Press,Industry hour,2020-05-27 20:00:00+00:00,2020-05-27 21:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/54,main
104,Vision Science Solutions (vpixx.com),,VPixx Technologies,Industry hour,2020-05-27 20:00:00+00:00,2020-05-27 21:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/54,main
105,Advanced Electrophysiology Systems (cambridgeneurotech.com),,Cambridge Neurotech,Industry hour,2020-05-27 20:00:00+00:00,2020-05-27 21:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/54,main
106,Rethinking boundary extension as a universal effect in scene memory,"Boundary extension is a widely accepted psychological phenomenon in which observers will always extend the boundaries in their memory for a scene image. This phenomenon is thought to reflect a memory source error in which we mix visual inputs with our schema-based knowledge of the scene category, and has been taken to prove the roles of the hippocampus and parahippocampal cortex in the automatic extrapolation of scene schemas. However, studies on boundary extension have utilized a narrow set of stimuli, in which close-up objects are the central focus of the image. In a large-scale study re-examining boundary extension, we tested a boundary extension paradigm online with 2,000 participants, using 1,000 object- and scene-centric images representative of our visual experiences. We discover that the opposite effect of “boundary contraction” is just as prevalent, and is particularly common for the most scene-like images. In fact, we discover that visual features of the image are highly predictive of boundary transformation, in that images with few, close-up, central objects result in boundary extension, while more scene-like images with far views of several, distributed objects result in boundary contraction. We also replicate the effect of boundary contraction with in-lab participants performing an alternate memory drawing task. We further observe that both boundary extensions and contractions occur when participants are performing a perceptual task (copying an image), bringing to question whether these boundary transformations are even mnemonic in nature. These results debate boundary extension as a universal phenomenon reflecting scene schematization in memory, and suggest the strong sway of image features on one’s perception and memory of an image. Previous neuropsychological studies on boundary extension may have in fact recorded differences based on such image features (e.g., distance, size) rather than a mnemonic effect. Importantly, these results emphasize the importance of continuously revisiting accepted phenomena in the field, and the need to replicate effects across large, representative image sets and tasks.",Contributed talks,Contributed talks,2020-05-27 21:00:00+00:00,2020-05-27 22:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/55,main
107,Cholinergic Switch between Two Types of Slow Waves in Cerebral Cortex,"Sleep slow waves are known to participate in memory consolidation, yet slow waves occurring under anesthesia present no positive effects on memory. Here, we shed light onto this paradox, based on a combination of extracellular recordings in vivo, in vitro, and computational models. We find two types of slow waves, based on analyzing the temporal patterns of successive slow-wave events. The first type is consistently observed in natural slow-wave sleep, while the second is shown to be ubiquitous under anesthesia. Network models of spiking neurons predict that the two slow wave types emerge due to a different gain on inhibitory versus excitatory cells and that different levels of spike-frequency adaptation in excitatory cells can account for dynamical distinctions between the two types. This prediction was tested in vitro by varying adaptation strength using an agonist of acetylcholine receptors, which demonstrated a neuromodulatory switch between the two types of slow waves. Finally, we show that the first type of slow-wave dynamics is more sensitive to external stimuli, which can explain how slow waves in sleep and anesthesia differentially affect memory consolidation, as well as provide a link between slow-wave dynamics and memory diseases.",Contributed talks,Contributed talks,2020-05-27 21:00:00+00:00,2020-05-27 22:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/55,main
108,Tool- and hand- selective lateral temporal cortex responds to objects with causal effects ,,"Anna Leshinskaya (University of California, Davis)",Short talk,2020-05-27 22:00:00+00:00,2020-05-27 22:20:00+00:00,https://www.crowdcast.io/e/neuromatch2/56,A
109,Modulation of Emotion and Memory via Direct Brain Stimulation to the Human Amygdala,,Cory Inman (David Geffen School of Medicine at UCLA),Short talk,2020-05-27 22:20:00+00:00,2020-05-27 22:40:00+00:00,https://www.crowdcast.io/e/neuromatch2/56,A
110,Visual and Semantic Similarity Contribute to the Limits of Scene Decodability in EEG,,Michelle Greene (Bates College),Short talk,2020-05-27 22:40:00+00:00,2020-05-27 23:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/56,A
111,Organization of connectivity between areas in the monkey frontoparietal network,,Bryan Conklin (Florida Atlantic University),Short talk,2020-05-27 22:00:00+00:00,2020-05-27 22:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/57,C
112,Learning structured generative cognitive maps for vicarious evaluation,,Rajeev Rikhye (Vicarious AI),Short talk,2020-05-27 22:20:00+00:00,2020-05-27 22:20:00+00:00,https://www.crowdcast.io/e/neuromatch2/57,C
113,Multi-animal 3D pose estimation using shape encoders,,"Rachit Saluja
 (University of Pennsylvania)",Short talk,2020-05-27 22:40:00+00:00,2020-05-27 22:40:00+00:00,https://www.crowdcast.io/e/neuromatch2/57,C
114,Dynamical phase separation on rhythmogenic neuronal networks,,"Mihai Bibireata (University of California, Los Angeles)",Short talk,2020-05-27 22:00:00+00:00,2020-05-27 22:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/58,D
115,Rapid Integration of new information in memory,,"Rajat Saxena (University of California, Irvine)",Short talk,2020-05-27 22:20:00+00:00,2020-05-27 22:20:00+00:00,https://www.crowdcast.io/e/neuromatch2/58,D
116,Uncovering hidden microcircuit motifs using an exact analytic solution of pre-post neurons ,,Safura Rashid Shomali (Institute for Research in Fundamental Sciences),Short talk,2020-05-27 22:40:00+00:00,2020-05-27 22:40:00+00:00,https://www.crowdcast.io/e/neuromatch2/58,D
117,Remember Matthew Taylor,"Join us to remember Matthew Taylor. Matthew was a neuroscientist, communicator, and community manager at Numenta who sadly passed away on May 11th, 2020.",Remembering Matthew Taylor,Keynote,2020-05-27 23:00:00+00:00,2020-05-28 00:00:00+00:00,https://www.crowdcast.io/e/neuromatch2/59,main
