submission_id,title,abstract,fullname,coauthors,institution,theme,talk_format,starttime,endtime,url
recQM0q3bRn7GDoV8, Prolactin-induced changes in the primary auditory cortex plasticity,"During pregnancy and lactation there are multiple adaptive changes in the mother’s brain that
are essential for the survival of the progeny. Clinical and experimental evidences indicate that
prolactin (PRL), present during lactation, can contribute to the development of these adaptive
modifications. While the importance of the endocrine system on the activity of neuronal
network in critical stages of life is well stablished, the role of PRL on the remodeling of the
auditory cortex (AC) in response to sound stimuli emitted by the pups during lactation is still
unknown. Therefore, the aim of this project is to study the modifications on neural activity of
the AC in a model of hyperprolactinemia. To reach this objective, we used electrophysiological
techniques with chronic electrode implants in the primary auditory cortex (A1) in order to record
auditory evoked potentials (AEPs). The recordings were conducted in awake animals treated
with domperidone (as the model of hyperprolactinemia) and in control animals treated with a
vehicle. For the auditory stimuli we used recordings of pup’s vocalizations during lactation
(wriggling calls), as well as trials of pure tones at different frequencies. Our data suggest that an
increase in serum levels of PRL modifies the AEPs registered in A1. Specifically, there is a loss of
the fundamental frequencies within 0.1-20 Hz band of the AEPs following stimulations with
pups’ vocalizations. This result suggests that PRL induces changes in mother’s auditory pathway
that may be relevant to the survival of the offspring.",Alba Cáceres Rodríguez,"Julio Esparza, Instituto Cajal; Eduardo Martin, Instituto Cajal",Instituto Cajal,"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Interactive talk,2020-10-26 18:30:00+00:00,2020-10-26 18:45:00+00:00,https://youtu.be/FtZDukdUyt4
recQQY5ONPKvoATJs,Characterizing the adaptation of motor output and sensory input in locomotion,,Gelsy Torres-Oviedo,,University of Pittsburgh,"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Keynote Event,2020-10-28 20:00:00+00:00,2020-10-28 21:00:00+00:00,
recQbSmdVgzAeUgFY,Cerebellar molecular layer interneurons play a role in go-no go split second decision making,,Diego Restreppo,,University of Colorado Anschutz Medical Campus,"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Keynote Event,2020-10-30 14:00:00+00:00,2020-10-30 15:00:00+00:00,https://youtu.be/Ilszul7AYzo
recQdIlMiULFFS5Ra,Motifs for Processes on Networks,"The study of motifs in networks can help researchers uncover links between structure and function of networks in biology, ecology, neuroscience, and many other fields. To connect the study of motifs in networks (which is common, e.g., in biology and the social sciences) with the study of motifs in dynamical processes (which is common in neuroscience), we propose to distinguish between ``structure motifs'' (i.e., graphlets) in networks and ``process motifs'' (i.e., structured sets of walks) on networks. Using as examples the covariances and correlations in a multivariate Ornstein--Uhlenbeck process on a network, we demonstrate that the distinction between structure motifs and process motifs makes it possible to gain new, quantitative insights into mechanisms by which dynamics on networks contribute to functional connectivity.",Alice Schwarze,"Mason Porter, University of California Los Angeles",University of Washington (grid.34477.33),Theme E: Computational modelling and Techniques,Traditional talk,2020-10-30 22:30:00+00:00,2020-10-30 22:45:00+00:00,https://youtu.be/vSVxAph9Ldk
recQsQhOO1ZNNNkGi,Multi-animal pose estimation with DeepLabCut,"Many experiments in biology require measuring interactions between multiple individuals. Nonetheless, whereas deep learning powered pose estimation recently showed remarkable performance on single animal, the solution to the multi-animal problem is far from trivial. Detected body parts must first be connected and associated with animals, which is a costly combinatorial task. Animals’ motion must then be tracked frame by frame, and the resulting trajectories stitched together to ensure dynamic feasibility and disambiguate overlaps and identity switches. Here we introduce DeepLabCut 2.2, a framework built onto the open-source pose estimation toolbox DeepLabCut to address the multi-animal scenario. We discuss our implementation of bottom-up animal assembly and robust motion trackers, as well as our novel solution to tracklet stitching and identity prediction directly from an image. We will demonstrate its utility on a collection of behaviors (from fish to mice). Taken together, DeepLabCut 2.2 thus provides users with an efficient solution to the multi-animal problem that is seamlessly integrated into the existing workflow and user interface, and requires just as little (if any) programming experience.",Jessy Lauer (he/him),"Alexander Mathis, Swiss Federal Institute of Technology; Mackenzie Mathis, Swiss Federal Institute of Technology",Swiss Federal Institute of Technology,Theme E: Computational modelling and Techniques,Interactive talk,2020-10-29 13:15:00+00:00,2020-10-29 13:30:00+00:00,
recR2rzuVh7PCpRet,Horizontal connections for enhancing machine visual grouping,"Evidence from biological vision supports the hypothesis that horizontal interactions in the early visual cortex facilitate low-level grouping. We explore whether such recurrent nonlinear horizontal connections enhance the grouping abilities of deep convolutional networks (DCNs) optimized to solve contour integration problems. We introduce V1Net -- a bio-inspired recurrent unit implementing linear and nonlinear excitatory-inhibitory (E-I) lateral connections; spatial convolutional layers in DCNs can be substituted with V1Net to create a V1Net-DCN. We compare the performance of a shallow V1Net-DCN against 15 carefully selected feedforward and recurrent neural architectures (including state-of-the-art DCNs) on the MarkedLong and Pathfinder challenges -- two synthetic image classification tasks based on low-level grouping with 1 million images each. Our results demonstrate that a compact 3-layer V1Net-DCN matches or outperforms the test accuracy and sample efficiency of all comparison models with varied capacity and architectural diversity. Our experiments are suggestive of the importance of implementing recurrent long-range E-I horizontal connections to enhance the low-level grouping abilities of feedforward deep learning models. Our ablation studies highlight interesting differences in the relative importance of linear and nonlinear horizontal connections. In the future, we are interested in exploring whether this enhanced grouping utility of V1Net translates to more data efficient image segmentation methods.",Vijay Veerabadran,"Virginia R. de Sa, University of California San Diego","University of California, San Diego (grid.266100.3)",Theme E: Computational modelling and Techniques,Interactive talk,2020-10-29 01:30:00+00:00,2020-10-29 01:45:00+00:00,
recR7M62Jypub8FjC,A Unilateral Cortical Resection of Both Visual Pathways Alters Action but not Perception,"Cortical resection, a treatment for humans with pharmaco-resistant epilepsy, provides a unique opportunity to advance our understanding of the nature and extent of cortical (re)organization. Previous studies have found that pediatric patients with resections of the ventral visual pathway still retain normal visuoperceptual abilities. It is not clear whether visuomotor computations, carried out by the dorsal pathway, follow a similar behavioral pattern. To address this outstanding issue, we examined visuomotor and visuoperceptual behaviors in a pediatric patient TC, who has a cortical resection that includes portions of the left ventral and dorsal pathways.  TC used her right and left hands to estimate perceptually the width of blocks that varied in width and length (but not in overall size), and, in a separate condition, to grasp the same objects across their width. Consistent with previous studies, TC’s perceptual performance was comparable to that of controls.  In contrast, TC was markedly impaired in her visuomotor sensitivity to object shape but only when she grasped the objects with her contralesional right (and not ipsilesional left) hand. These results provide novel evidence for a striking difference in the reorganization profiles of the two visual pathways. This difference might be attributed to a greater degree of hemispheric specialization of the dorsal pathway, or, alternatively, to differential maturation rates of the two pathways, such that the dorsal pathway maturation precedes that of the ventral pathway.",Zoha Ahmad,"Zoha Ahmad, York University; Marlene Behrmann, Carnegie Mellon University; Christina Patterson, University of Pittsburgh; Erez Freud, York University ",York University (grid.21100.32),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Interactive talk,2020-10-26 18:00:00+00:00,2020-10-26 18:15:00+00:00,https://youtu.be/IdKeguE6xBI
recR9kbbXIUJ40xN6,A reach trajectory can be learnt using binary reward feedback,"Binary reward feedback on movement success is sufficient for learning some simple sensorimotor mappings in a reaching task, but not for some tasks in which multiple kinematic factors contribute to performance. The critical condition for learning in more complex tasks remains unclear. Here, we investigate whether reward-based motor learning is possible in a multi-dimensional trajectory matching task and whether simplifying the task by providing feedback on one factor at a time (‘factorized feedback’) can improve learning. In two experiments, participants performed a trajectory matching task in which learning was measured as a reduction in the error. In Experiment 1, participants matched a straight trajectory slanted in depth. We factorized the task by providing feedback on the slant error, the length error, or on their composite. In Experiment 2, participants matched a curved trajectory, also slanted in depth. In this experiment, we factorized the feedback by providing feedback on the slant error, the curvature error, or on the integral difference between the matched and target trajectory. In both experiments, participants learnt the multidimensional task: they reduced errors in the matched trajectory. There was no evidence that the factorization of feedback improved learning. We conclude that multiple kinematic factors can be learnt in parallel.",Katinka van der Kooij,"van Mastrigt, N.M.; Smeets, J.B.J.",University of Amsterdam (grid.7177.6),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Interactive talk,2020-10-29 09:15:00+00:00,2020-10-29 09:30:00+00:00,https://youtu.be/Y4K1U0scavk
recREFJKcDX1H16Nv,Chronic Recording from Multiple Hippocampal Sub-Regions in Free Moving Rats with a Flexible Parylene-Based Multi-Electrodes Array,"Hippocampus is a subcortical brain structure that is essential for the formation of long-term memories. Obtaining stable, chronic recording of unitary activities from multiple sub-regions of the hippocampus in behaving animals is crucial for studying the biological basis of memoryformation and is also the foundation for developinghippocampal memory prosthesis. However, severe immune response caused by micro-motion between stiff implants and brain tissue often limits the lifetime of penetrating neural probes. To reduce the stiffness mismatch between recording devices and brain tissue, we developed and tested a flexible, Parylene-based multi-electrode array for recording from multiple sub-regions of the rat hippocampus and used this array to collect chronic neural activities from free moving rats. The 64 channels, Parylene multi-electrode array has eight shanks arranged in series with 250μmspacing. On each shank, eight recording electrodes were divided into two groups targeting at the CA3 and the CA1 sub-regions, respectively. The layout of recording sites is specially designed to conformto the curvature of the hippocampal cell body layers.Stereotactic surgery is conducted to chronically implant the flexible array. A dissolvable brace that temporarily reduces effective probe length is used to insert the bare array without buckling.Signals were monitored during the insertion and after recovery, while the animal is exploring freely in an open field. Eleven animals were implanted with the Parylene array. 70 out of 78(90%) implanted functional shanks recorded from at least one sub-region and 50% shanks recorded spike activities from both the CA1 and the CA3 sub-regionsduring the implantation. Insevenanimals, neural activities were monitored immediately post-implantation and on average 70.1±15.8 (23.9±14.2 CA1 and 46.3±13.0 CA3) units were identified from individual animals. After recovery, 90 units (11.3±3.1 per animal) with SNR greater than threewere recorded from eight animals over durationsranging fromthree weeks to eleven months. One Parylene array has recorded stable unitary activities for over 11 months.",Huijing Xu,"Ahuva Hirschberg, USC; Wenxuan Jiang, USC; Kee Scholten, USC; Xuechun Wang, USC; Ellis Meng, USC; Dong Song, USC",University of Southern California (grid.42505.36),Theme E: Computational modelling and Techniques,Traditional talk,2020-10-29 01:00:00+00:00,2020-10-29 01:15:00+00:00,
recRF2T9DcOM3Jzbe,Neural processing and perception of speech in children with mild to moderate sensorineural hearing loss,"Mild (21-40 dB HL) or moderate (41-70 dB HL) sensorineural hearing loss (HL) can lead to persistent changes to the cortical processing of speech sounds (Calcus et al., 2019). However, to date no studies have examined speech processing at the subcortical level in children with HL. Moreover, the effects of amplification on the neural encoding of speech remain poorly understood, with previous data suggesting a benefit at the subcortical but not the cortical level.
Here, I will present a study aiming to investigate (1) the subcortical and cortical processing of speech sounds in children with HL, and (2) the effects of amplification on the neural processing of speech, in children with HL. Subcortical and cortical EEG activity evoked by speech stimuli were simultaneously recorded in n = 18, 8- to 16-year old children with HL and n = 15 age-matched NH controls. The frequency-following-response (FFR) and MMN were used as indices of speech processing at the subcortical and cortical levels, respectively. For the HL group, stimuli were presented both unamplified (70 dB SPL), and with a frequency-specific gain (without compression) based on their individual audiograms. 
At the subcortical level, children with HL showed a smaller FFR than NH controls’ in the unamplified condition. With simulated amplification, the FFR of the HL group was comparable to that of NH controls. At the cortical level, there was no significant MMN in children with HL presented with either unamplified or amplified speech. 
The neural processing of unamplified speech may be impaired at both subcortical and cortical levels in children with HL. Moreover, amplification may benefit auditory processing at subcortical but not cortical levels in this group. I will offer two alternative explanations for our findings: increasing multi-sensory integration at successive levels of the auditory system, and/or later maturation of the auditory cortex compared to the inferior colliculus. The relationship with behavioural measures of language perception will be discussed.",Axelle Calcus,,Université Libre de Bruxelles (grid.4989.c),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Traditional talk,2020-10-28 17:30:00+00:00,2020-10-28 17:45:00+00:00,
recRGxomDIFtn04gp,Control network for an insula-to-BNST stress coping circuit reveals a novel path for motor cortical control of affective circuitry,"All life forms must respond to stress to adapt and survive. Active stress coping responses involve motor planning and execution, and physical activity is known to modulate affective behavior. The impact of physical activity on affective behavior has been proposed to rely on peripheral metabolic feedback. Here we identify an insular cortex to BNST (insula→BNST) neuronal circuit recruited during active stress coping that modulates affective behavior. We outline a functional control network for this synapse, which is heavily represented by motor cortical regions, demonstrating a pathway by which motor circuitry and primary motor signals can regulate emotional or affective behavior through a feedforward rather than feedback process.",Joe Luchsinger,Joseph R. Luchsinger; Tracy L. Fetterly; Kellie M. Williford; Gregory J. Salimando; Jose Maldonado; Richard B. Simerly; Danny G. Winder; Samuel W. Centanni,Vanderbilt University (grid.152326.1),"Theme D: Cognition, Motivation and Emotion",Traditional talk,2020-10-28 13:15:00+00:00,2020-10-28 13:30:00+00:00,
recRLpXl4LNTLqopQ,A common error creates competition between parallel sensorimotor learning systems,"During sensorimotor adaptation, the brain can rely on two separate learning systems: an intentional explicit system that responds to instructions, and an implicit system that is largely unconscious. However, it is unclear whether these putative systems learn independently from separate kinds of error, or compete to learn from the same error. Here, we mathematically express these two possibilities and consider their diverging predictions. When we test these predictions, we find that implicit and explicit systems share a common error; increases in explicit strategy siphon error away from the implicit system, thus impairing its learning. This negative interaction can mask changes in implicit learning such as savings and interference, that can be unveiled by suppressing explicit strategy. Together, the data suggest that in most cases, implicit and explicit systems are in competition to learn from a single error: task outcome. Cases that violate this rule suggest a second error source that also drives implicit adaptation, but leads to competition between two implicit learning modules. Altogether, the data show that patterns of implicit adaptation are shaped by competition between parallel learning systems.",Scott Albert,Jihoon Jang; Adrian Haith; Gonzalo Lerner; Valeria Della-Maggiore; John W. Krakauer; Reza Shadmehr,Johns Hopkins University (grid.21107.35),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Traditional talk,2020-10-26 22:15:00+00:00,2020-10-26 22:30:00+00:00,https://youtu.be/iCOP-BovAz8
recRQASJqCiuyvH6h,A connectomic substrate of credit assignment in basal ganglia reinforcement learning,"How is experience used to improve performance? In both biological and artificial systems, the optimization of parameters that affect the system’s behavior requires a credit assignment process that determines whether a parameter affects the outcome and then allows its modification.
Here we show, by combining high-throughput volume electron microscopy with flood-filling neural networks and automated synaptic connectivity inference, that the synaptic architecture of songbird basal ganglia supports a form of local credit assessment (related to node perturbation) proposed in a model of songbird reinforcement learning. Specifically, we demonstrate that the model’s major three predictions hold true: first, cortical feedback axons that encode exploratory motor variability terminate predominantly on dendritic shafts of spiny neurons. Second, cortical axons that encode timing terminate on dendritic spines, which enable calcium-based coincidence detection and appear to be capable of creating and storing eligibility traces. Third, synapse pairs that pre-synaptically share a cortical timing axon and post-synaptically a medium spiny dendrite are substantially more similar in size than expected, indicating a history of Hebbian plasticity. Consistent with the model, we then propose a novel role for cortical feedforward inhibition (FFI) in the striatum and test its anatomical predictions by directly identifying and analyzing triplet connectivity motifs in the connectome.
Finally, we performed numerical simulations of the proposed Hebbian 3-factor learning rule (context, action feedback and reward) and show that our model can learn to imitate a simple template in a realistic number of iterations. Combined with our connectomic data, this provides strong evidence for a model of vertebrate basal ganglia reinforcement learning with a biologically plausible credit assignment mechanism.
",Joergen Kornfeld," J Kornfeld, MIT; M Januszewski, Google Research; P Schubert, MPI of Neurobiology; V Jain, Google Research; W Denk, MPI of Neurobiology; MS Fee, MIT",Massachusetts Institute of Technology (grid.116068.8),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Traditional talk,2020-10-30 22:30:00+00:00,2020-10-30 22:45:00+00:00,https://youtu.be/qWL2uRCVwNs
recRQFbJRjsVTixLw,Effects of Anti-Hebbian learning on the synchronization and structure of directed networks with pure and hybrid inhibitory and excitatory couplings,"The interplay between structure and dynamics of the complex networks has been vigorously investigated in recent years. It has been shown that directed acyclic graphs are optimal structures for the synchronization of identical oscillators. However, feedback loops are required for noise-resistant synchronization of non-identical oscillators. On the other hand, the interaction structures of many real networks vary over time according to their dynamics. Here we employ a rewiring strategy based on an anti-Hebbian learning rule to modulate the structure of directed networks of Kuramoto oscillators. The results show that the anti-Hebbian learning rule leads to the global synchronization of the networks. Indeed, information flow is created from the nodes with average frequencies to the nodes with low or high frequencies in the emerged optimal structure, where the nodes with average frequencies are engaged only in the feed-forward loops, but the nodes with low and high frequencies are mostly joined together with the feedback loops. Similar results were also found in the Hybrid Excitatory-Inhibitory networks of oscillators. In the previous studies, the balance between neural excitation and inhibition has been shown to be crucial for brain computations. Here, we found that excitatory and inhibitory in-degrees of each oscillator are approximately balanced in the evolved network.",Abolfazl Ziaeemehr ,"Abolfazl Ziaeemehr, Institute for Advanced Studies in Basic Sciences; Mir Mohammad Ebrahimi, Institute for Advanced Studies in Basic Sciences; Mina Zarei, Institute for Advanced Studies in Basic Sciences",Institute  of advanced studies in basic science,Theme E: Computational modelling and Techniques,Traditional talk,2020-10-30 13:00:00+00:00,2020-10-30 13:15:00+00:00,
recRQaMNiPWaPn9yb,A Frame-Based Approach to Submovement Decomposition ,"Mounting evidence from human motor control suggests that discrete submovements underlie continuous human actions. This has motivated the development of algorithms to “extract” submovements from human experimental data. Fast decomposition algorithms, e.g. based on zero-crossings of progressively higher derivatives, result in spurious decompositions. Other algorithms, such as a scattershot algorithm (using stochastic Monte-Carlo methods) make fewer assumptions, but are not computationally efficient enough to handle the long data records common in continuous human actions (> 10 s). This work developed a modified stochastic algorithm to decompose long data profiles into discrete submovements. The modified algorithm broke long data profiles into uniform frames which were then decomposed using the scattershot algorithm and recombined.  To validate the frame-based algorithm, it was compared to the scattershot algorithm when long, synthetic data records were decomposed. We found that the frame-based approach achieved comparable performance to the scattershot algorithm while decreasing the run time to an approximately linear dependence on data length, compared to an exponential dependence for the scattershot algorithm. This new frame-based algorithm will make the decomposition of long data records with many submovements feasible in future human motor control experiments. ",Laura Schwendeman (she/her),"James Hermus, Department of Mechanical Engineering, Massachusetts Institute of Technology, Cambridge, Massachusetts; Neville Hogan, Department of Mechanical Engineering and Department of Brain and Cognitive Sciences, Massachusetts Institute of Technology, Cambridge, Massachusetts",Massachusetts Institute of Technology (grid.116068.8),"Theme C: Sensory & Motor Systems, and Physiology/Behavior",Interactive talk,2020-10-28 13:15:00+00:00,2020-10-28 13:30:00+00:00,
recRR8lIirMoTSpyH,Activation and disruption of a neural mechanism  for novel choice in monkeys,"The neural mechanisms mediating the ability to make value-guided decisions have received substantial attention in both humans and animal models. Experiments in animals typically involve long training periods. By contrast, real-world decisions often need to be made spontaneously between novel options. It is therefore possible that neural mechanisms targeted in animal studies differ from those required for novel decisions typically revealed in human imaging studies. Here we show that primate medial frontal cortex (MFC) has a causal role in novel inferential choices when options have not previously been experienced. Macaques spontaneously inferred values of new options via similarities with component parts of previously encountered options. Functional magnetic resonance imaging (fMRI) suggested this ability was mediated by MFC, an area rarely investigated in monkeys; MFC activity reflected a different process of comparison for novel versus familiar options. A second fMRI experiment found that multidimensional option representations in MFC employed a grid-cell-like coding scheme, well known in the context of spatial navigation, to integrate dimensions in this non-physical space when making novel choices. By contrast, orbitofrontal cortex held specific object-based value representations. In a third experiment, minimally invasive ultrasonic disruption of MFC, but not adjacent tissue, altered estimation of novel choice values. ",Alessandro Bongioanni,"Davide Folloni, University of Oxford; Lennart Verhagen, University of Oxford; Jérôme Sallet, University of Oxford; Miriam Klein-Flügge, University of Oxford; Matthew Rushworth, University of Oxford",University of Oxford (grid.4991.5),"Theme D: Cognition, Motivation and Emotion",Traditional talk,2020-10-28 17:15:00+00:00,2020-10-28 17:30:00+00:00,
recRYf2AmphrIZluG,Cellular mechanisms for rapidly dynamic neural code in spatial navigation,"Navigation usually involves complex tasks that require neural representation of environments, with the flexibility to respond to rapidly dynamic behavioral or cognitive variables. For instance, in the hippocampus, a brain area important for navigation, relatively small changes in cues can quickly modulate the neural representation of space. Besides, animals also learn to form such neural maps incorporated with task-relevant information. Remarkably, these processes can happen as promptly as in no more than a few seconds.

Dynamic hippocampal coding likely supports a hallmark complexity of spatial cognition, but the cellular mechanisms are poorly understood. In this talk, I will discuss our recent findings that the rapid and flexible formation and adaptation of place-dependent neural firing could be mediated by nonlinear subcellular integration or via synaptic plasticity, through experiments applying whole-cell patch-clamp recording to CA1 pyramidal neurons in acute hippocampal slices and in awake, behaving mice, as well as computational modeling. These results suggest a cellular and biophysical basis for neural computations fundamental to flexible and adaptive behavior.
",Ching-Lung Hsu,"Xinyu Zhao, Janelia Research Campus; Aaron Milstein, Neurosurgery Department, Stanford University School of Medicine; Nelson Spruston, Janelia Research Campus",Academia Sinica (grid.28665.3f),"Theme B: Neural Excitability, Synapses, and Glia",Traditional talk,2020-10-28 08:00:00+00:00,2020-10-28 08:15:00+00:00,https://youtu.be/esOKD11qoaY
recRcXHi02c2zMiag,Contrast between biological and artificial neural network ,"This talk will be about the differences between ANNs and BNNs. Artificial Neural Network (ANN) is a computing system whose fundamental composition is analogous to biological neural networks. Where a node acts as soma, input acts as dendrites, weights or Interconnections acts as the synapse and the output acts as axon.Despite ANNs being a manifestation of the BNNs there exist a lot of differences.
The primary difference between ANNs and BNNs is different topologies: Instead of a network with asynchronous computing nodes, the ANNs compute one by one. Recurrent feedbacks are simulated in Long short-term memory (LSTM) networks and Recurrent neural networks but general neural networks compute the state & weights of a layer of the neural network then use the result to compute the next layer while in backpropagation the weights are improvised.  Layers aren’t connected to non-neighbouring layers .IN BNNs the neurons can fire asynchronously parallelly, having dense neurons hubs and a large amount of lesser connected ones, partially following the power law (for the large values of k, the fraction P(k) of nodes in the network having k connections to other nodes as P(k) ~ k -z  where z generally lies from 2 to 3, although may lie outside these bounds ). Due to their topology the BNNs are better at fault and ambiguity tolerant as there is no central part, they can heal and are self-regenerated to some extent.The size of ANNs and BNNs also vary,there are 10 11 neurons in the brain whereas computational considerations limited ANNs nowadays to 10 5 neurons. As far as the energy consumption is concerned the human brain has nearly 20 watts of power consumption whereas a GPU (graphics processing unit) used for training artificial neural networks consumes somewhere from 150 to 250 watts, Human brain is highly efficient in comparison to the GPUs.Different between the ANNs and BNNs are (but not limited to) topologies,fault tolerance,size and energy consumption prominent differences between the BNNs and ANNs",krishna katyal he/him,"bradly alicea, orthogonal lab,usa",Shri Mata Vaishno Devi University (grid.440710.6),Theme E: Computational modelling and Techniques,Traditional talk,2020-10-29 18:00:00+00:00,2020-10-29 18:15:00+00:00,
recReIM3V36asnYKe,Neurotransmitter switches regulate motor learning and stress response,"Neurotransmitter switching, involving the loss of one neurotransmitter and gain of another in the same neuron, is a form of plasticity that regulates E/I balance and behavior (Li & Spitzer, 2020; Spitzer, 2017). We have identified neurotransmitter switching and its behavioral consequences in both healthy and stressed brains during adulthood. 
We find that one week of voluntary wheel running enhances the acquisition of motor skills in healthy adult mice. Running for one week also induces switching from acetylcholine to GABA expression in neurons in the midbrain pedunculopontine nucleus. Using viral vectors to override transmitter switching, either by expressing the enzymes for acetylcholine synthesis, or short hairpin RNAs interfering with the gain of enzymes for GABA synthesis, blocks the beneficial effect of running on motor skill learning (Li & Spitzer, 2020). These results show that neurotransmitter switching provides the basis by which sustained running benefits motor skill learning.
Under conditions of stress, we find that transmitter switching occurs following a traumatic fear experience. Two and four weeks after intense footshock stress, a subset of serotonergic neurons in the lateral wings of the dorsal raphe (lwDR) of adult mice have switched their co-transmitter from glutamate/vGluT3 (vesicular glutamate transporter type 3) to GABA/GAD67 (glutamic acid decarboxylase 67). At both time points, shocked mice show fear-related passive behaviors as they reduce exploration and increase freezing in a novel environment. We are now using Cre-dependent adeno-associated viruses (AAVs) to express vGluT3 or suppress expression of GAD1 that encodes GAD67 in serotonergic lwDR neurons and testing the impact on the stress-induced sustained fear responses.
Our studies suggest that neurotransmitter switching, as a form of brain plasticity, links prior experience to subsequent alterations of behavior. We expect this research to lead to new insights into development of therapeutic methods for treating movement disorders and mental illnesses.",Huiquan Li,"Wuji Jiang, University of California, San Diego; Cong Chen, Ludwig Institute for Cancer Research, University of California San Diego; Don Cleveland, Ludwig Institute for Cancer Research, University of California San Diego; Nicholas C. Spitzer, University of California, San Diego","University of California, San Diego (grid.266100.3)","Theme B: Neural Excitability, Synapses, and Glia",Traditional talk,2020-10-27 22:15:00+00:00,2020-10-27 22:30:00+00:00,
recRkjYskGN8imqRM,Mapping the building blocks of face processing in individuals with and without autism using microstate analysis,"Face processing undergoes significant changes during early development. Difficulties in facial processing and variability in neural processing of faces are common in individuals with autism across development. It remains unknown whether this individual variability in face processing between individuals with and without autism is better explained by qualitative differences in the involvement of different neural processing pathways or by quantitative differences in the neural processing of similar neural pathways.
In this study, we investigated spatial and temporal characteristics of face processing using electroencephalography in children with and without autism (N’s = 53 and 40), adolescents with and without autism (N’s = 79 and 68), and adults with and without autism (N’s = 90 and 74) from the Longitudinal European Autism Project. We applied multi-channel data-driven analyses to the event-related responses to upright and inverted faces (modulating configural face processing) and tested for qualitative differences in scalp topography with topographic analyses of variance and for quantitative differences in strength of these topographies with global field power comparisons. Next, we extracted distinct spatiotemporal microstates to examine neural timings for responses to faces for the different orientations and diagnostic groups. 
The neurotypical groups displayed distinct temporal and topographic profiles with different strengths for the upright and inverted faces. Topography and strength of the scalp profiles showed subtle differences between individuals with and without autism in the adolescents, but not in the children and adults. The microstate approach revealed quantitative differences between diagnostic groups during the early temporal stages of face processing, and qualitative differences between diagnostic groups during the later temporal stages of face processing across all age groups. 
Our findings demonstrate the importance of multi-channel spatiotemporal analytic approaches in investigating neural responses in neurodevelopmental disorders. Alterations emerging at early stages of development in autism may result in compensatory processes later in development. 
",Rianne Haartsen,"Luke Mason, Birkbeck University of London United Kingdom; Pilar Garces, Roche Pharma Research and Early Development Basel Switzerland; Anna Gui, Birkbeck University of London United Kingdom; Tony Charman, King’s College London United Kingdom & South London and Maudsley NHS Foundation United Kingdom; Mark H. Johnson, Birkbeck University of London & University of Cambridge United Kingdom; Emily J.H. Jones, Birkbeck University of London United Kingdom; the EU-AIMS LEAP team","Birkbeck, University of London (grid.88379.3d)","Theme A: Development, Neurodegenerative Disorders and Injury",Traditional talk,2020-10-30 13:15:00+00:00,2020-10-30 13:30:00+00:00,
recRkvP7Bat8jAqXJ,Altered dynamic architecture of functional connectivity for predicting recovery of consciousness in behaviorally unresponsive patients,"The brain is an inherently dynamic and time-varying organ, whose functionality is based on patterns of spatially and temporally differentiated activity. In individuals with disorders of consciousness (DOC), the dynamic properties of functional connectivity of their brain networks are altered. Accurate assessment of level of consciousness in unresponsive patients and their potential to recover requires further understanding of the dynamic architecture of functional connectivity. In this study, we investigate the diagnostic and prognostic value of dynamic properties of functional connectivity in individuals in an unresponsive or minimally responsive state. Time-resolved functional connectivity was estimated from high-density EEG using the weighted phase lag index (wPLI). The spatial-temporal organization of wPLI connectivity was assessed with a K-means clustering analysis and compared between 1) healthy adults; 2) DOC patients who recovered consciousness; 3) DOC patients who remained unresponsive; and 4) patients showing cognitive-motor dissociation. The robustness of the results was further evaluated using a hidden Markov model. We demonstrate that the dynamic organization of functional connectivity varies widely in DOC patients, and that these patterns differs from those which are observed in healthy adults. We demonstrate that the degree of preserved dynamic organization of time-resolved functional connectivity distinguishes unresponsive patients according to their state of consciousness and potential to recover consciousness. Our findings provide evidence for altered spatial-temporal patterns and dynamic properties of functional connectivity in unresponsive individuals. The maintenance of the brains inherently dynamic and time-variable organization contains valuable information for the accurate assessment of an individual's level of consciousness and the potential to recover consciousness.",Charlotte Maschke (she/her),"Stefanie Blain-Moraes, School of Physical and Occupational Therapy,  McGill University Montreal",McGill University (grid.14709.3b),"Theme D: Cognition, Motivation and Emotion",Interactive talk,2020-10-29 20:00:00+00:00,2020-10-29 20:15:00+00:00,
